index,provider ID,provider name,provider category,provider location,flow ID,flow name,flow category,flow unit,flow type
164,c3aa19a5-68de-30df-8e6a-150e62f4e25f,"Concrete Pipe, 6"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,US,f41f466f-76ed-3a2e-bbb2-b5e0f9edd593,"Concrete Pipe, 6""",Technosphere flows/31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,m,product
165,b6838fda-8ab5-3d0b-9ce2-08d2346a07c5,"Ductile Iron Pipe, 10"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,US,609dfa01-9983-37bb-bace-09345bad3baf,"Ductile Iron Pipe, 10""",Technosphere flows/31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,m,product
166,43ad0362-1490-36bd-a23b-65a6bd1c82fd,"Concrete Pipe, 12"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,US,aa5f3a69-0f6b-376d-b18c-4ac895914950,"Concrete Pipe, 12""",Technosphere flows/31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,m,product
167,e4d7b23f-d913-32ba-838d-b222d01b20ce,"Ductile Iron Pipe, 12"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,US,adb21564-833c-3375-bd8b-d2b9232ddfe2,"Ductile Iron Pipe, 12""",Technosphere flows/31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,m,product
168,0b27a86d-d4f0-374d-879b-1a1d608d45f3,"Ductile Iron Pipe, 24"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,US,974dcb99-8027-3a4b-bfe5-ef37e379be49,"Ductile Iron Pipe, 24""",Technosphere flows/31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,m,product
169,5e71644e-6793-3cf3-bfcb-50eb45aa4620,"Ductile Iron Pipe, 6"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,US,307136dc-e8b7-3d67-bd24-8b14cd666d45,"Ductile Iron Pipe, 6""",Technosphere flows/31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,m,product
170,e919c83f-525b-3058-ae29-a85362b1b20e,"Ductile Iron Pipe, 35"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,US,55aab448-0f47-3a51-a026-39597c4c7950,"Ductile Iron Pipe, 35""",Technosphere flows/31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,m,product
171,133b6dfd-8bfe-3b6a-9d67-1ea4796bdecb,"Ductile Iron Pipe, 16"" inch diameter; at plant; per linear foot",31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,US,ab52737a-38b9-3c14-bb01-893bc8308225,"Ductile Iron Pipe, 16""",Technosphere flows/31-33: Manufacturing/3329: Other Fabricated Metal Product Manufacturing,m,product
172,e89ed71d-e1d7-44c4-a6eb-5cdc1c0ebb02,"Disposal, LDPE Non-food Packaging Films ",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,e49f4329-dc41-4985-a360-64e68a79e912,"Disposal, LDPE Non-food Packaging Films ",,kg,waste
173,1b36301b-982c-4170-a505-d6ea299f224d,"Reclaiming, Sorted LDPE Non-food Packaging Films",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,a6733ada-2b27-48db-8867-9afbef94fc66,Sorted LDPE Non-food Packaging Films,,kg,waste
174,27c68081-56fa-4057-99ef-2781734ff962,"Disposal, Multi-material Food Packaging Film (med-large format)",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,cdd9344a-a8d2-46ae-9b9e-16859080f85d,"Disposal, Multi-material Food Packaging Film (med-large format)",,kg,waste
175,09044d0c-8266-4bc3-980a-4dfd6860680b,"Reclaiming, Sorted Multi-material Food Packaging Film (med-large format)",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,dc7a92fe-249e-4539-86f2-c689aaa97343,Sorted Multi-material Food Packaging Film (med-large format),,kg,waste
176,e64fdfce-18df-4f78-ae51-69471709f311,"Microplastics, PVC",Z2: Packaging Economy/A0: Pollution and Mitigation/Microplastics,,4ce92c87-2a21-47f2-a40f-bbf017f6e0ff,"Microplastics, PVC",,kg,waste
177,b355f122-dc4e-4224-aafa-d43c3b57db7b,"Natural gas, combusted in industrial equipment","22: Utilities/2213: Water, Sewage and Other Systems",RNA,d0da796c-bf22-435f-a8f4-f980bebc28ff,"Natural gas, combusted in industrial equipment","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
178,08d00b66-c556-4071-8bef-ccdabd387b45,"Polypropylene, PP, virgin resin, food non-bottle grade",Z2: Packaging Economy/A3: Polymers,,d0477b6a-115f-350d-bbb4-7f62243e3476,"Polypropylene, PP, virgin resin, at plant","Technosphere flows/31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",kg,product
179,17cb924b-7be6-4a64-b26e-061e150d3d05,"Mechanical Recycling, HDPE Non-food Bottles (Flakes)",Z2: Packaging Economy/A5: EOL/A2: Mechanical Recycling,,31d7a951-b223-4aef-8341-5cc7b4e41292,"Flakes, HDPE Non-food Bottles",,kg,waste
180,29d771d7-71ec-3a22-bbd0-8709d5a328e2,"Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene","22: Utilities/2213: Water, Sewage and Other Systems",RNA,f179160d-d402-3e37-8d65-93d09f309b99,"Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
181,0fa179c5-95e1-4bf1-98c6-982ff831efad,"Open Burning, PET",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal/Open Burning,,14ecb269-1df5-42b8-9140-adc28e02044f,"Open Burning, PET",,kg,waste
182,f24e115b-fd94-4572-a5e3-9e8145aa2753,"Incineration, PET",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal/Incineration,,7334263b-2f31-4167-babf-a40db63b56d7,"Incineration, PET",,kg,waste
183,4ee56019-75f2-4ffa-953f-1ecbac64b92f,"Disposal, Multi-material Food Bottles",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,f9f1a10e-33a5-4fc7-94a3-d9773e56908c,"Disposal, Multi-material Food Bottles",,kg,waste
184,d0862c04-775c-4174-b24b-7578667b4666,"Reclaiming, Sorted Multi-material Food Bottles",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,ebee13d1-5617-454e-9030-306c80b9d07f,Sorted Multi-material Food Bottles,,kg,waste
185,1b8709a5-5df4-4c52-85e4-dd6e7ed8deba,"Steel; sections, at plant",31-33: Manufacturing/3311: Iron and Steel Mills and Ferroalloy Manufacturing,RNA,24e6bc97-3d11-4a73-8598-8965c7dd9927,"Steel; sections, at plant",Technosphere flows/31-33: Manufacturing/3311: Iron and Steel Mills and Ferroalloy Manufacturing,kg,product
186,da0f5501-f4ab-32d1-80b7-b70d143608f6,"Transport, ocean freighter, diesel powered","48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation",GLO,6c65fc34-c25e-3eb4-bc92-15bbfc457725,"Transport, ocean freighter, diesel powered","Technosphere flows/48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation",t*km,product
187,1975f735-687a-39ea-96e7-e890e5a5bb51,"Ethanol, denatured, mixed feedstocks, at conversion facility, 2022",31-33: Manufacturing/3251: Basic Chemical Manufacturing,RNA,12710c09-7d00-3d32-b909-43b096657c03,"Ethanol, denatured, mixed feedstocks, at conversion facility",Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
188,8504caf4-bea5-3ab2-b8f9-d4861e819f92,"Corn grain, harvested and stored","11: Agriculture, Forestry, Fishing and Hunting/1151: Support Activities for Crop Production",RNA,510d2c9a-5542-30fb-b8e6-2d9460fe055c,"Corn grain, harvested and stored","Technosphere flows/11: Agriculture, Forestry, Fishing and Hunting/1151: Support Activities for Crop Production",kg,product
189,76a57c0b-cdbb-4344-ad9a-4aeab3c0bc8d,"Reclaiming, sorted mixed plastics, PP Food Packaging Film (small format)",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,6b3e2264-d273-490a-9fb3-dbabd9fb0dcb,"sorted mixed plastics, PP Food Packaging Film (small format)",,kg,waste
190,78ac8d21-1bd1-4cc2-9087-f3db33a1f4f1,"Pyrolysis, HDPE Food Bottles",Z2: Packaging Economy/A5: EOL/A5: Feedstock Recycling,,afd5e019-36ce-4b4d-9412-1cf18824d11c,"Flakes, HDPE Food Bottles",,kg,waste
191,4995299b-e488-4a12-8785-4272538b9489,"Reclaiming, sorted mixed plastics, HDPE Drinking Bottles",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,6759fdb6-61af-4751-93bd-a52785907902,"sorted mixed plastics, HDPE Drinking Bottles",,kg,waste
192,2bd53619-dbd3-4730-a1fd-2bcdec0e93aa,"Disposal, Multi-material Food Packaging Film (small format)",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,2a5692ca-870f-4d84-8b2d-691d41a33690,"Disposal, Multi-material Food Packaging Film (small format)",,kg,waste
193,930f829f-f204-4c9a-8c2b-7fe050e6637e,"Reclaiming, Sorted Multi-material Food Packaging Film (small format)",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,29f642a9-2d8e-4dd9-b198-1b48e1a2797c,Sorted Multi-material Food Packaging Film (small format),,kg,waste
194,c085ce44-5a10-450d-8ce8-e6a07b413cc0,"Polyvinyl chloride resin, suspension grade PVC; food grade",Z2: Packaging Economy/A3: Polymers,,2bb0cd6b-941b-38da-856c-1b7bd0cc5f49,"Polyvinyl chloride resin, suspension grade PVC; at plant","Technosphere flows/31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",kg,product
195,27186d12-99fc-4351-8c6e-569bcd49f90b,"Reclaiming, sorted mixed plastics, PP Non-food Bottles",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,ba944879-34f3-491e-adc9-357faa6e6e8f,"sorted mixed plastics, PP Non-food Bottles",,kg,waste
196,ae905c87-3f5b-444f-91f9-45934e9961b8,Ethanol (bio-mix),Z2: Packaging Economy/A2: Basic Chemicals and Monomers/Monomer,,ea6d13dd-a345-49f9-8f12-91bdb8fc91c3,Bio-ethanol,,kg,product
197,dacaeae9-aeed-3366-912d-6a31de09eef9,"Nitrogen fertilizer, production mix, at plant","31-33: Manufacturing/3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",RNA,45f1fd00-2093-3e05-9b41-e942b9e8cec9,"Nitrogen fertilizer, production mix, at plant","Technosphere flows/31-33: Manufacturing/3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",kg,product
198,9109d57c-8234-3569-a2e6-0e4671b524d9,"Corn grain, at conversion plant, 2022",48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,RNA,2766f5e7-9d42-36cb-8a03-11aa4f7ecd3a,"Corn grain, at conversion plant",Technosphere flows/48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,kg,product
199,88aee762-4aa0-301f-b579-cca5d636aa0d,"Soybean oil, crude, degummed, at plant",31-33: Manufacturing/3112: Grain and Oilseed Milling,RNA,263fb8d0-8df5-3cee-834b-b7e2de1dac4a,"Soy meal, at plant",Technosphere flows/31-33: Manufacturing/3112: Grain and Oilseed Milling,kg,product
200,1b0f75b8-e749-3eb2-8727-de6a22f60646,"Lignite coal, combusted in industrial boiler","22: Utilities/2213: Water, Sewage and Other Systems",RNA,eb6394c1-0d19-3be3-99ab-ec572dec9926,"Lignite coal, combusted in industrial boiler","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",kg,product
201,391ccf45-4b61-37e9-a2f2-3e19afc0d4ef,"Enzyme, Alpha-amylase, Novozyme Liquozyme",31-33: Manufacturing/3251: Basic Chemical Manufacturing,RER,00b5c8b4-682d-3000-a2df-246e333f6344,"Enzyme, Alpha-amylase, Novozyme Liquozyme",Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
202,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,"Petroleum refining, at refinery",31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,US,f7c00d19-9601-373a-ba23-593e251b4dee,"Residual fuel oil, at refinery",Technosphere flows/31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,m3,product
203,95c30d78-819e-4d0a-98e9-e53e046a3b58,"Pyrolysis, Feedstock Recycling, LDPE, Mixed Plastic (Flakes)",Z2: Packaging Economy/A5: EOL/A5: Feedstock Recycling,,2febb751-ba13-4baf-9961-1cc4ab110fb6,"LDPE, mixed plastics (flakes)",,kg,waste
204,a410ca41-74e9-472e-b3d5-6cb4bb832fcd,"Wastewater treatment; 5-Stage bardenpho, Level 3-1; at plant","22: Utilities/2213: Water, Sewage and Other Systems",US,ff5aa1d9-8e0c-440d-984a-58967cac338f,"Wastewater treatment level 3-1; 5-stage bardenpho aggregate, solids reduction; at plant","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,waste
205,3455f918-4a43-3b09-b06e-7402c12b8d45,"Wood waste, unspecified, combusted in industrial boiler","22: Utilities/2213: Water, Sewage and Other Systems",RNA,1a76ed77-b97d-3070-85b7-b1f41906cece,"Wood waste, unspecified, combusted in industrial boiler","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",kg,product
206,e1f18612-6d5f-4ebe-81d4-843ce9b496ad,"Wastewater treatment; Anaerobic/anoxic/oxic, Level 2-1; at plant","22: Utilities/2213: Water, Sewage and Other Systems",US,e4c7caa2-cc6d-48a9-95c0-a114a5a3612a,"Wastewater treatment level 2-1; Anaerobic/anoxic/oxic aggregate, solids reduction; at plant","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,waste
207,37f8d2c3-2bdf-4e17-a7a5-cc7b6d78fe21,"Mechanical Recycling, HDPE Other Food Rigid (Flakes)",Z2: Packaging Economy/A5: EOL/A2: Mechanical Recycling,,c4b49526-fb85-46a0-9d10-c2cfc179b90d,"Flakes, HDPE Other Food Rigid",,kg,waste
208,5a782377-d196-304c-baec-fea559a4dfe2,"Enzyme, Glucoamylase, Novozyme Spirizyme",31-33: Manufacturing/3251: Basic Chemical Manufacturing,RER,d818c190-7b73-33b1-b0d4-9f4339e3b117,"Enzyme, Glucoamylase, Novozyme Spirizyme",Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,kg,product
209,4fb05328-9946-41d5-a2fb-71d697cd0a9a,Propylene,Z2: Packaging Economy/A2: Basic Chemicals and Monomers/Monomer,,e86e8b04-8e64-3a17-95c3-04c07229f0ac,"Propylene, at plant",Technosphere flows/31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,kg,product
210,097d2f2c-d006-3b27-84de-98e6a364e411,"Corn wet mill, gluten drying, AP-42",31-33: Manufacturing/3112: Grain and Oilseed Milling,RNA,28b025c1-5897-3e01-8aa2-166cd2c9f86d,"Corn wet mill, gluten drying, AP-42",Technosphere flows/31-33: Manufacturing/3112: Grain and Oilseed Milling,kg,product
211,6c0bfdf3-aa26-4799-a0ed-58448ab3144b,"Disposal, Multi-material Non-food Packaging Film",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,3cb7c8e9-d1f4-4b73-a5ac-8ce48db94066,"Disposal, Multi-material Non-food Packaging Film",,kg,waste
212,863de649-5f73-47d4-b90b-c5688af9fe40,"Reclaiming, Sorted Multi-material Non-food Packaging Film",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,6fab96fd-6f9d-4c54-94ef-45ed082086ba,Sorted Multi-material Non-food Packaging Film,,kg,waste
213,7bfdfa88-b857-4a4a-bbb9-3f51ddc15d30,"Natural gas, at processing, shale, kg","21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",US,5fad297f-057e-468c-8ae1-bd4ef37514f3,"Natural gas, at processing, shale, kg","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",kg,product
214,8dcef86f-cf2c-4207-91aa-1398401fe8b7,"Natural gas, at processing, conventional, kg","21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",US,7445d544-fd68-4cb8-9f75-00428a6b4c98,"Natural gas, at processing, conventional, kg","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2111: Oil and Gas Extraction",kg,product
215,3caf398e-250c-4a77-b4bd-8dcc56a5d3f7,"Microplastics, PET, Filtration",Z2: Packaging Economy/A0: Pollution and Mitigation/Microplastics,,9368bb92-537c-460c-917d-56eea4aa0aa3,"Microplastics, PET",,kg,waste
216,9ce0529c-46d9-4867-b3ec-90cc9ba4e3ca,"Microplastics, PET, Marine Environment",Z2: Packaging Economy/A0: Pollution and Mitigation/Microplastics,,9368bb92-537c-460c-917d-56eea4aa0aa3,"Microplastics, PET",,kg,waste
217,fa379f16-c09a-4e70-8595-45c69162215c,"Electricity, natural gas, at power plant","22: Utilities/2211: Electric Power Generation, Transmission and Distribution",RNA,755886b4-39b7-4033-a6d2-28472c688c6a,"Electricity, natural gas, at power plant","Technosphere flows/22: Utilities/2211: Electric Power Generation, Transmission and Distribution",MJ,product
218,92296bea-d690-4b24-a246-b41010d62deb,"Mechanical Recycling, HDPE Other Non-food Rigid (Flakes)",Z2: Packaging Economy/A5: EOL/A2: Mechanical Recycling,,f2815aea-2af2-4d0b-81b4-cedde09d5ffa,"Flakes, HDPE Other Non-food Rigid",,kg,waste
219,66280f03-b26f-35c4-bda2-3d4a8652943a,"Electricity, bituminous coal, at power plant","22: Utilities/2211: Electric Power Generation, Transmission and Distribution",RNA,737e3efb-29d4-3b9d-8d78-6269508c1f59,"Electricity, bituminous coal, at power plant","Technosphere flows/22: Utilities/2211: Electric Power Generation, Transmission and Distribution",MJ,product
220,10a86db5-7f96-35cb-83c3-4912877b7eb7,"Pulpwood, softwood, average, state or private dry forest, at forest road, INW","11: Agriculture, Forestry, Fishing and Hunting/1133: Logging",US,aa01031a-49f3-329a-a00c-7bc67580c774,Pulpwood; softwood; average; state or private dry forest; at forest road,"Technosphere flows/11: Agriculture, Forestry, Fishing and Hunting/1133: Logging",m3,product
221,fa501a68-3e1d-3ef1-84a0-48eead282f98,"Pulpwood, softwd, avg, state or private moist forest, at forest rd, INW","11: Agriculture, Forestry, Fishing and Hunting/1133: Logging",US,d486c85c-7bea-3c1a-81af-144993930f8e,Pulpwood; softwd; avg; state or private moist forest; at forest rd,"Technosphere flows/11: Agriculture, Forestry, Fishing and Hunting/1133: Logging",m3,product
222,20b49008-b007-3407-95b0-92b796e5e2c0,"Pulpwood, softwood, national forest, average, at forest road, INW","11: Agriculture, Forestry, Fishing and Hunting/1133: Logging",US,bb9e4792-1974-331c-b2d3-0812ccbc67dd,Pulpwood; softwood; national forest; average; at forest road,"Technosphere flows/11: Agriculture, Forestry, Fishing and Hunting/1133: Logging",m3,product
223,4b3de918-4d30-3184-bdaa-60d8575c5af4,"Electricity, diesel, at power plant","22: Utilities/2211: Electric Power Generation, Transmission and Distribution",RNA,1e68baef-0ed7-37bb-9919-61963f9fbd08,"Electricity, diesel, at power plant","Technosphere flows/22: Utilities/2211: Electric Power Generation, Transmission and Distribution",MJ,product
224,2b091e0d-d0de-31a1-89db-3f51a9c5cf12,"Electricity, nuclear, at power plant","22: Utilities/2211: Electric Power Generation, Transmission and Distribution",RNA,9e321869-bd1f-3c93-8528-8f198de2fa2b,"Electricity, nuclear, at power plant","Technosphere flows/22: Utilities/2211: Electric Power Generation, Transmission and Distribution",MJ,product
225,b6884185-30b8-391a-9dff-dbded4429a66,"Hog fuel, pur., combusted in industrial boiler, at pulp and paper mill (EXCL.)","31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",RNA,cd2343aa-210e-3d54-87df-c939bc9296b5,"Hog fuel, pur., combusted in industrial boiler, at pulp and paper mill (EXCL.)","Technosphere flows/31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",kg,product
226,7ee5b4ca-1a5e-3d26-8e79-0805a115e444,"RFO, combusted in industrial boiler, at pulp and paper mill (EXCL.)","31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",RNA,11b6f8e6-4c6c-395a-a27a-2609c58d32a0,"RFO, combusted in industrial boiler, at pulp and paper mill (EXCL.)","Technosphere flows/31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",m3,product
227,4d7e8233-af87-31fc-b497-592383d4008a,"Natural gas, combusted in industrial boiler, at pulp and paper mill (EXCL.)","31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",RNA,feb604a9-e1d0-45b0-9ce5-f323d7b3a798,"Natural gas, combusted in industrial boiler, at pulp and paper mill (EXCL.)","Technosphere flows/31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",m3,product
228,4eec7a31-b920-3f91-b7c3-924f2aa92ecc,"Liquefied petroleum gas, combusted in industrial boiler","22: Utilities/2213: Water, Sewage and Other Systems",RNA,f77da622-e84d-3639-8917-fcf792aaee13,"Liquefied petroleum gas, combusted in industrial boiler","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
229,accc6b3b-6793-3964-b89d-82066f6977fc,"Bituminous coal, combusted in industrial boiler, at pulp and paper mill (EXCL.)","31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",RNA,f1e8d961-1c36-3b57-a3fa-73b1be2bc1c5,"Bituminous coal, combusted in industrial boiler, at pulp and paper mill (EXCL.)","Technosphere flows/31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",kg,product
230,a515132e-c816-34ea-9773-d56c11dc1cb0,"TDF, combusted in industrial boiler, at pulp and paper mill (EXCL.)","31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",RNA,73f6d99c-51b9-3e90-b358-b7caa6cbfe21,"TDF, combusted in industrial boiler, at pulp and paper mill (EXCL.)","Technosphere flows/31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",kg,product
231,3a287ab1-de41-3e89-bf5a-be7f3b97281b,"Melamine urea formaldehyde, MF, hardener, at plant","31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",RNA,1161a48b-0650-3b74-9c13-09e121281ed8,"Melamine urea formaldehyde, MF, hardener, at plant","Technosphere flows/31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",kg,product
232,7906c042-7330-3046-9b9a-92a4af4f2150,"Hog fuel, self-gen., combusted in ind. boiler, at pulp and paper mill (EXCL.)","31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",RNA,64aec2f1-a029-3332-8f3b-8e8e2a865f61,"Hog fuel, self-gen., combusted in ind. boiler, at pulp and paper mill (EXCL.)","Technosphere flows/31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",kg,product
233,32a3732b-30c8-3605-8306-ca12599f8e91,"Gasoline, combusted in equipment, at pulp and paper mill (EXCL.)","31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",RNA,a9f20cd5-506f-3e75-b62e-c39872598439,"Gasoline, combusted in equipment, at pulp and paper mill (EXCL.)","Technosphere flows/31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",m3,product
234,0924e625-e201-374c-8628-0c44df929cdd,"Diesel, combusted in industrial boiler, at pulp and paper mill (EXCL.)","31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",RNA,e184833d-06cf-3cac-9fd8-df1dc06bb137,"Diesel, combusted in industrial boiler, at pulp and paper mill (EXCL.)","Technosphere flows/31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",m3,product
235,27e8fce4-a5c1-37af-84b9-763582a5ca3e,"Anthracite coal, combusted in industrial boiler","22: Utilities/2213: Water, Sewage and Other Systems",RNA,46495019-6f20-3587-8624-0399a6c016c9,"Anthracite coal, combusted in industrial boiler","Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",kg,product
236,e300450f-1452-4248-92b2-3404fd0556b7,"Disposal, PET Drinking Bottles",Z2: Packaging Economy/A5: EOL/A6: Ultimate Disposal,,50cfef8a-a402-4476-a961-3550a5331ad1,"Disposal, PET Drinking Bottles",,kg,waste
237,5353c419-4cb9-4b89-a0b4-d8e837eee82e,"Reclaiming, Sorted PET Drinking Bottles",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,21f78d8f-9b1e-4faa-abbc-2bd4a69aee7b,Sorted PET Drinking Bottles,,kg,waste
238,317adcbc-b3e3-3ec3-80c3-82b18d0f3207,"Bituminous coal, at mine","21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining",RNA,55b4aeab-0576-3a9b-b476-b561197ec3f2,"Bituminous coal, at mine","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2121: Coal Mining",kg,product
239,f8513ce4-7415-4495-9d10-5957ab21af04,Drinking water treatment; U.S. Average Treatment; at consumer,"22: Utilities/2213: Water, Sewage and Other Systems",US,9b31b7aa-2f86-4af6-b684-cc066f76aafa,Drinking water treatment; U.S. Average Treatment,"Technosphere flows/22: Utilities/2213: Water, Sewage and Other Systems",m3,product
240,4be84642-28cb-3508-9189-d8afcec42d92,"Corn stover, ground and stored","11: Agriculture, Forestry, Fishing and Hunting/1151: Support Activities for Crop Production",RNA,765bab27-83e7-3751-a489-085ad54393c6,"Corn stover, ground and stored","Technosphere flows/11: Agriculture, Forestry, Fishing and Hunting/1151: Support Activities for Crop Production",kg,product
241,f74d2993-d268-46fd-97eb-4cc2efd5932f,"Microplastics, LDPE",Z2: Packaging Economy/A0: Pollution and Mitigation/Microplastics,,78a4ea8d-5d0c-45c5-9ea4-e21a4d0ad9d4,"Microplastics, LDPE",,kg,waste
242,f85fcdde-6c6b-3bbb-8efc-de6cb34c9ac7,"Transport, ocean freighter, residual fuel oil powered","48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation",GLO,735f1d86-f99a-3ffa-adae-176c545744ab,"Transport, ocean freighter, residual fuel oil powered","Technosphere flows/48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation",t*km,product
243,6654b587-c66b-4b7f-9d61-6dcae9031999,"Pyrolysis, HDPE Non-food Bottles",Z2: Packaging Economy/A5: EOL/A5: Feedstock Recycling,,31d7a951-b223-4aef-8341-5cc7b4e41292,"Flakes, HDPE Non-food Bottles",,kg,waste
244,a17cb5f1-cc18-4e2f-bdf9-252f583a6ac6,"Reclaiming, sorted mixed plastics, HDPE Food Bottles",Z2: Packaging Economy/A5: EOL/A1: Reclaiming,,d593ec42-fc5a-41de-84cb-f91bcbc21f34,"sorted mixed plastics, HDPE Food Bottles",,kg,waste
245,13821cca-f344-37b9-a367-0467be778061,"Polystyrene, general purpose, GPPS, resin; food grade",Z2: Packaging Economy/A3: Polymers,,67b50031-6239-3514-a37f-2b17de803c88,"Polystyrene, general purpose, GPPS, at plant","Technosphere flows/31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",kg,product
246,a6260670-e98e-3917-98bd-c14acb79fdf7,"Electricity, alumina refining regions","22: Utilities/2211: Electric Power Generation, Transmission and Distribution",RNA,1c2598fb-2015-3309-ba90-1f9bf7e26bfc,"Electricity, alumina refining regions","Technosphere flows/22: Utilities/2211: Electric Power Generation, Transmission and Distribution",MJ,product
